level 1 category,level 2 category,level 3 category,attribute,valid attribute values
Home and Decor,Small Appliances,Food Processors,CSA Listed,No;Yes
Home and Decor,Small Appliances,Food Processors,Base Material,Chrome;Glass;Grinder Foot Switch;Plastic;Polycarbonate;Stainless Steel
Home and Decor,Small Appliances,Food Processors,UL Listed,No;Yes
Home and Decor,Small Appliances,Food Processors,Pulse Control,No;Yes
Home and Decor,Small Appliances,Food Processors,ANSI Certified,No;Yes
Home and Decor,Small Appliances,Food Processors,Warranty,1 year;1 year Limited Parts and Labor;10 year;10 year Limited Parts and Labor;2 year;2 year Limited Parts and Labor;3 year;3 year Limited Parts and Labor;30 days;30 days Limited Parts and Labor;4 year;4 year Limited Parts and Labor;5 year;5 year Limited Parts and Labor;6 months;6 months Limited Parts and Labor;6 year;6 year Limited Parts and Labor;60 days;60 days Limited Parts and Labor;7 year;7 year Limited Parts and Labor;8 year;8 year Limited Parts and Labor;9 year;9 year Limited Parts and Labor;Specialized
Home and Decor,Small Appliances,Food Steamers,Brand Name,
Home and Decor,Small Appliances,Food Steamers,Sub Brand,
Home and Decor,Small Appliances,Food Steamers,Color,Assorted;Black;Black/Silver;Blue;Brown;Clear;Copper;Gold;Gray;Green;Multicolored;Orange;Pink;Purple;Red;Silver;Silver/White;White;Yellow
Home and Decor,Small Appliances,Food Steamers,Capacity,
Home and Decor,Small Appliances,Food Steamers,Programmable,No;Yes
Home and Decor,Small Appliances,Food Steamers,Product Type,Food Steamer;Rice Cooker with Steamer;Vegetable Steamer
Home and Decor,Small Appliances,Food Steamers,Watts,
Home and Decor,Small Appliances,Food Steamers,Built in Timer,No;Yes
Home and Decor,Small Appliances,Food Steamers,CSA Listed,No;Yes
Home and Decor,Small Appliances,Food Steamers,Nonstick Interior,No;Yes
Home and Decor,Small Appliances,Food Steamers,ETL Listed,No;Yes
Home and Decor,Small Appliances,Food Steamers,Water Level Indicator,No;Yes
Home and Decor,Small Appliances,Food Steamers,UL Listed,No;Yes
Home and Decor,Small Appliances,Food Steamers,Heat Resistant Handles,No;Yes
Home and Decor,Small Appliances,Food Steamers,Number of Temperature or Cooking Controls,
Home and Decor,Small Appliances,Food Steamers,Dishwasher Safe Parts,No;Yes
Home and Decor,Small Appliances,Food Steamers,Cool Touch Exterior,No;Yes
Home and Decor,Small Appliances,Food Steamers,ANSI Certified,No;Yes
Home and Decor,Small Appliances,Food Vacuum Sealers,Brand Name,
Home and Decor,Small Appliances,Food Vacuum Sealers,Sub Brand,
Home and Decor,Small Appliances,Food Vacuum Sealers,Color,Black;Black/Silver;Silver;White
Home and Decor,Small Appliances,Food Vacuum Sealers,Product Type,Food Vacuum Sealer;Food Vacuum Sealer with Digital Scale;Food Wrap System
Home and Decor,Small Appliances,Food Vacuum Sealers,Finish,Brushed Nickel;Chrome;Galvanized;Gloss;Matte;Natural;Oil Rubbed Bronze;Polished Chrome;Rustic;Satin Nickel;Semi-Gloss;Super-Gloss
Home and Decor,Small Appliances,Food Vacuum Sealers,ETL Listed,No;Yes
Home and Decor,Small Appliances,Food Vacuum Sealers,Material,Aluminum;Chrome;Copper;Glass;Plastic;Plastic/Stainless Steel;Stainless Steel;Steel
Home and Decor,Small Appliances,Food Vacuum Sealers,Dishwasher Safe Parts,No;Yes
Home and Decor,Small Appliances,Food Vacuum Sealers,Watts,
Home and Decor,Small Appliances,Food Vacuum Sealers,Volts,
Home and Decor,Small Appliances,Food Vacuum Sealers,Packaging Type,
Home and Decor,Small Appliances,Food Vacuum Sealers,Energy Star Certified,No;Yes
Home and Decor,Small Appliances,Food Vacuum Sealers,UL Listed,No;Yes
Home and Decor,Small Appliances,Food Vacuum Sealers,ANSI Certified,No;Yes
Home and Decor,Small Appliances,Food Vacuum Sealers,Bagging Material Included,No;Yes
Home and Decor,Small Appliances,Food Vacuum Sealers,Bag Cutter,No;Yes
Home and Decor,Small Appliances,Food Vacuum Sealers,Warranty,1 year;1 year Limited Parts and Labor;10 year;10 year Limited Parts and Labor;2 year;2 year Limited Parts and Labor;3 year;3 year Limited Parts and Labor;30 days;30 days Limited Parts and Labor;4 year;4 year Limited Parts and Labor;5 year;5 year Limited Parts and Labor;6 months;6 months Limited Parts and Labor;6 year;6 year Limited Parts and Labor;60 days;60 days Limited Parts and Labor;7 year;7 year Limited Parts and Labor;8 year;8 year Limited Parts and Labor;9 year;9 year Limited Parts and Labor;Specialized
Home and Decor,Small Appliances,Hot Plates,Brand Name,
Home and Decor,Small Appliances,Hot Plates,Sub Brand,
Home and Decor,Small Appliances,Hot Plates,Number of Burners,
Home and Decor,Small Appliances,Hot Plates,Housing Material,Cast-Iron;Chrome;Metal;Plastic;Stainless Steel
Home and Decor,Small Appliances,Hot Plates,Product Type,Buffet Range Burner;Cooking Plate;Food Warmer;Hot Plate;Induction Cooktop;LP Hot Plates;NG Hot Plates;Table Top Burner
Home and Decor,Small Appliances,Hot Plates,Maximum Heating Surface Diameter,
Home and Decor,Small Appliances,Hot Plates,On Indicator Light,No;Yes
Home and Decor,Small Appliances,Hot Plates,Dishwasher Safe Parts,No;Yes
Home and Decor,Small Appliances,Hot Plates,Nonstick Surface,No;Yes
Home and Decor,Small Appliances,Hot Plates,Number of Temperature or Cooking Controls,
Home and Decor,Small Appliances,Hot Plates,Volts,
Home and Decor,Small Appliances,Hot Plates,Watts,
Home and Decor,Small Appliances,Hot Plates,Color,Assorted;Beige;Black;Blue;Brown;Clear;Gray;Green;Ivory;Metallic;Multicolored;Orange;Pink;Purple;Red;Silver;White;Yellow
Home and Decor,Small Appliances,Hot Plates,Warranty,1 year;1 year Limited Parts and Labor;10 year;10 year Limited Parts and Labor;2 year;2 year Limited Parts and Labor;3 year;3 year Limited Parts and Labor;30 days;30 days Limited Parts and Labor;4 year;4 year Limited Parts and Labor;5 year;5 year Limited Parts and Labor;6 months;6 months Limited Parts and Labor;6 year;6 year Limited Parts and Labor;60 days;60 days Limited Parts and Labor;7 year;7 year Limited Parts and Labor;8 year;8 year Limited Parts and Labor;9 year;9 year Limited Parts and Labor;Specialized
Home and Decor,Small Appliances,Household Appliance Parts and Accessories,Brand Name,
Home and Decor,Small Appliances,Household Appliance Parts and Accessories,Sub Brand,
Home and Decor,Small Appliances,Household Appliance Parts and Accessories,Capacity,
Home and Decor,Small Appliances,Household Appliance Parts and Accessories,Material,Chrome Plated Steel;Glass;Metal;Metal/Plastic;Plastic;Silicone;Stainless Steel;Steel
Home and Decor,Small Appliances,Household Appliance Parts and Accessories,Product Type,5 Blade Spiralizer;5 Piece Slicer Shredder;Appliance Bulb;Blades;Charcoal Filter;Dishrack Stop Clip;Dishwasher Repair Part;Dryer Heating Element;Dryer Repair Part;Duo NutriSealer;Flat Beater;Flat Beater Replacement;Flex Edge Beater;Food Processor;Grain Mill;Grease Filter;Ground Meat Packaging System;Ice Cream Maker;Ice Maker Kit;Microwave Halogen Bulb;Microwave Repair Part;Oven Rack;Oven/Range Repair Part;Pasta Press;Pasta Roller;Pouring Shield;Refrigerator Repair Part;Stand Mixer;Stand Mixer Attachment;Stand Mixer Glass Bowl;Stand Mixer Grinder Attachment;Stand Mixer Mixing Bowl;Thermal Cut-Off Kit;Thin Blade Spiralizer;Washer Agitator Dogs;Washer Drive Hub Kit;Washer Drive Motor Coupler;Washer Repair Part;Washing Machine Pan
Home and Decor,Small Appliances,Household Appliance Parts and Accessories,Compatibility,
Home and Decor,Small Appliances,Ice Cream Makers,Brand Name,
Home and Decor,Small Appliances,Ice Cream Makers,Sub Brand,
Home and Decor,Small Appliances,Ice Cream Makers,Color,Aqua;Assorted;Black;Blue;Brown;Clear;Copper;Cream;Gold;Gray;Green;Lilac;Multicolored;Orange;Pink;Purple;Red;Silver;White;Yellow
Home and Decor,Small Appliances,Ice Cream Makers,Capacity,
Home and Decor,Small Appliances,Ice Cream Makers,Product Type,Cotton Candy Maker;Frozen Dessert Maker;Ice Cream Maker;Snow Cone Maker;Yogurt Maker
Home and Decor,Small Appliances,Ice Cream Makers,Height,
Home and Decor,Small Appliances,Ice Cream Makers,Width,
Home and Decor,Small Appliances,Ice Cream Makers,Length,
Home and Decor,Small Appliances,Ice Cream Makers,Volts,
Home and Decor,Small Appliances,Ice Cream Makers,Watts,
Home and Decor,Small Appliances,Ice Cream Makers,Manual Option,No;Yes
Home and Decor,Small Appliances,Ice Cream Makers,CSA Listed,No;Yes
Home and Decor,Small Appliances,Ice Cream Makers,Built in Timer,No;Yes
Home and Decor,Small Appliances,Ice Cream Makers,NSF Listed,No;Yes
Home and Decor,Small Appliances,Ice Cream Makers,Locking Lid,No;Yes
Home and Decor,Small Appliances,Ice Cream Makers,ANSI Certified,No;Yes
Home and Decor,Small Appliances,Ice Cream Makers,Housing Material,Aluminum;Metal;Plastic;Stainless Steel;Thermoplastic;Wood
Home and Decor,Small Appliances,Ice Cream Makers,ETL Listed,No;Yes
Home and Decor,Small Appliances,Ice Cream Makers,Dishwasher Safe Parts,No;Yes
Home and Decor,Small Appliances,Ice Cream Makers,Warranty,1 year;1 year Limited Parts and Labor;10 year;10 year Limited Parts and Labor;2 year;2 year Limited Parts and Labor;3 year;3 year Limited Parts and Labor;30 days;30 days Limited Parts and Labor;4 year;4 year Limited Parts and Labor;5 year;5 year Limited Parts and Labor;6 months;6 months Limited Parts and Labor;6 year;6 year Limited Parts and Labor;60 days;60 days Limited Parts and Labor;7 year;7 year Limited Parts and Labor;8 year;8 year Limited Parts and Labor;9 year;9 year Limited Parts and Labor;Specialized
Home and Decor,Small Appliances,Ice Cream Rock Salt,Brand Name,
Home and Decor,Small Appliances,Ice Cream Rock Salt,Sub Brand,
Home and Decor,Small Appliances,Ice Cream Rock Salt,Product Type,Frozen Delights Rock Salt;Ice Cream Salt;Rock Salt
Home and Decor,Small Appliances,Ice Cream Rock Salt,Package Size,
Home and Decor,Small Appliances,Ice Cream Rock Salt,Packaging Type,Bagged;Boxed
Home and Decor,Small Appliances,Ice Cream Rock Salt,Concentrated,No;Yes
Home and Decor,Small Appliances,Ice Cream Rock Salt,Eco Friendly,No;Yes
Home and Decor,Small Appliances,Indoor Cooking Grills,Brand Name,
Home and Decor,Small Appliances,Indoor Cooking Grills,Sub Brand,
Home and Decor,Small Appliances,Indoor Cooking Grills,Color,Assorted;Black;Black/Copper;Black/Silver;Blue;Brown;Clear;Copper;Gold;Gray;Green;Multicolored;Orange;Pink;Platinum;Purple;Red;Silver;Sky Blue;White;Yellow
Home and Decor,Small Appliances,Indoor Cooking Grills,Housing Material,Aluminum;Cast Aluminum;Metal;Plastic;Plastic/Stainless Steel;Silverstone;Stainless Steel
Home and Decor,Small Appliances,Indoor Cooking Grills,Nonstick Surface,No;Yes
Home and Decor,Small Appliances,Indoor Cooking Grills,Product Type,3-1 Indoor Grill;4-in-1 Sandwich Maker;Breakfast Sandwich Maker;Dog Treat Maker;Electric Grill;Griddle/Grill;Griddle/Panini Grill;Grill and Panini Press;Grill Plate;Indoor Grill;LP Gas Range;LP Indoor Cooking Grill;NG Gas Range;NG Indoor Cooking Grill;Old Fashioned Hot Dog Grill;Panini Maker;Sandwich Maker;Stovetop Smoker;Swivel Raclette;Waffle Maker and Grill
Home and Decor,Small Appliances,Indoor Cooking Grills,Cooking Area,
Home and Decor,Small Appliances,Indoor Cooking Grills,Removable Drip or Crumb Tray,No;Yes
Home and Decor,Small Appliances,Indoor Cooking Grills,Power on Light Indicator,No;Yes
Home and Decor,Small Appliances,Indoor Cooking Grills,Dishwasher Safe Parts,No;Yes
Home and Decor,Small Appliances,Indoor Cooking Grills,CSA Listed,No;Yes
Home and Decor,Small Appliances,Indoor Cooking Grills,Height,
Home and Decor,Small Appliances,Indoor Cooking Grills,Width,
Home and Decor,Small Appliances,Indoor Cooking Grills,Length,
Home and Decor,Small Appliances,Indoor Cooking Grills,Watts,
Home and Decor,Small Appliances,Indoor Cooking Grills,Warranty,1 year;1 year Limited Parts and Labor;10 year;10 year Limited Parts and Labor;2 year;2 year Limited Parts and Labor;3 year;3 year Limited Parts and Labor;30 days;30 days Limited Parts and Labor;4 year;4 year Limited Parts and Labor;5 year;5 year Limited Parts and Labor;6 months;6 months Limited Parts and Labor;6 year;6 year Limited Parts and Labor;60 days;60 days Limited Parts and Labor;7 year;7 year Limited Parts and Labor;8 year;8 year Limited Parts and Labor;9 year;9 year Limited Parts and Labor;90-Day Limited Warranty;Specialized
Home and Decor,Small Appliances,Indoor Fryers,Brand Name,
Home and Decor,Small Appliances,Indoor Fryers,Sub Brand,
Home and Decor,Small Appliances,Indoor Fryers,Color,Aqua;Assorted;Black;Black/Silver;Blue;Brown;Clear;Copper;Gold;Gray;Green;Multicolored;Orange;Pink;Purple;Red;Silver;White;Yellow
Home and Decor,Small Appliances,Indoor Fryers,Capacity,1.5;10;12;14;15.5;17;18;2;2.64;22;26;28;3;3.17;3.2;3.4;3.5;3.7;34;4;4.2;5;5.25;5.3;5.5;5.7;5.8;6;7;8
Home and Decor,Small Appliances,Indoor Fryers,Programmable,No;Yes
Home and Decor,Small Appliances,Indoor Fryers,Digital,No;Yes
Home and Decor,Small Appliances,Indoor Fryers,Product Type,Air and Deep Fryer;Air Fryer;Air Fryer Accessory Kit;Air Fryer Lid;Air Fryer Oven;Air Fryer w/Baking Pan;Air Fryer w/Baking Pan & Pie Pan;Air Fryer w/Egg Poaching Tray;Air Fryer w/Pressure Cooker;Deep Fryer;Deep Fryer With Oil Filter
Home and Decor,Small Appliances,Indoor Fryers,Built in Timer,No;Yes
Home and Decor,Small Appliances,Indoor Fryers,On Indicator Light,No;Yes
Home and Decor,Small Appliances,Indoor Fryers,ETL Listed,No;Yes
Home and Decor,Small Appliances,Indoor Fryers,Strainer Basket Included,No;Yes
Home and Decor,Small Appliances,Indoor Fryers,UL Listed,No;Yes
Home and Decor,Small Appliances,Indoor Fryers,NSF Listed,No;Yes
Home and Decor,Small Appliances,Indoor Fryers,Temperature Control,No;Yes
Home and Decor,Small Appliances,Indoor Fryers,ANSI Certified,No;Yes
Home and Decor,Small Appliances,Indoor Fryers,Watts,
Home and Decor,Small Appliances,Indoor Fryers,Volts,
Home and Decor,Small Appliances,Indoor Fryers,Warranty,1 year;1 year Limited Parts and Labor;10 year;10 year Limited Parts and Labor;2 year;2 year Limited Parts and Labor;3 year;3 year Limited Parts and Labor;30 days;30 days Limited Parts and Labor;4 year;4 year Limited Parts and Labor;5 year;5 year Limited Parts and Labor;6 months;6 months Limited Parts and Labor;6 year;6 year Limited Parts and Labor;60 days;60 days Limited Parts and Labor;7 year;7 year Limited Parts and Labor;8 year;8 year Limited Parts and Labor;9 year;9 year Limited Parts and Labor;90 Day Limited Warranty;Specialized
Home and Decor,Small Appliances,Indoor Griddles,Brand Name,
Home and Decor,Small Appliances,Indoor Griddles,Sub Brand,
Home and Decor,Small Appliances,Indoor Griddles,Length,
Home and Decor,Small Appliances,Indoor Griddles,Width,
Home and Decor,Small Appliances,Indoor Griddles,Material,Aluminum;Anodized Aluminum;Cast Aluminum;Cast Iron;Ceramic;Metal;Silverstone;Stainless Steel;Steel
Home and Decor,Small Appliances,Indoor Griddles,Nonstick Surface,No;Yes
Home and Decor,Small Appliances,Indoor Griddles,Color,
Home and Decor,Small Appliances,Indoor Griddles,Product Type,Cake Pop Maker;Cheese Griddle;Griddle;Griddles;Grill Press;Quesadilla Maker;Reversible Griddle;Tabletop Griddle;Tortilla Bowl Maker
Home and Decor,Small Appliances,Indoor Griddles,Heat Resistant Handles,No;Yes
Home and Decor,Small Appliances,Indoor Griddles,Maximum Temperature,
Home and Decor,Small Appliances,Indoor Griddles,Dishwasher Safe,No;Yes
Home and Decor,Small Appliances,Indoor Griddles,Watts,
Home and Decor,Small Appliances,Indoor Griddles,Warranty,1 year;1 year Limited Parts and Labor;10 year;10 year Limited Parts and Labor;2 year;2 year Limited Parts and Labor;3 year;3 year Limited Parts and Labor;30 days;30 days Limited Parts and Labor;4 year;4 year Limited Parts and Labor;5 year;5 year Limited Parts and Labor;6 months;6 months Limited Parts and Labor;6 year;6 year Limited Parts and Labor;60 days;60 days Limited Parts and Labor;7 year;7 year Limited Parts and Labor;8 year;8 year Limited Parts and Labor;9 year;9 year Limited Parts and Labor;90 days;Specialized
Home and Decor,Small Appliances,Juice Extractors,Brand Name,
Home and Decor,Small Appliances,Juice Extractors,Sub Brand,
Home and Decor,Small Appliances,Juice Extractors,Color,Assorted;Black;Black/Silver;Blue;Brown;Clear;Copper;Gold;Gray;Green;Multicolored;Orange;Pink;Purple;Red;Silver;Silver/White;White;Yellow
Home and Decor,Small Appliances,Juice Extractors,Housing Material,Die Cast Aluminum;Plastic;Plastic/Stainless Steel;Polycarbonate;Stainless Steel
Home and Decor,Small Appliances,Juice Extractors,Capacity,
Home and Decor,Small Appliances,Juice Extractors,Product Type,Citrus Juicer;Cone Strainer and Pestle Set;Electric Lime Juicer;Electric Tomato Strainer;Juice Extractor;Juice Press;Juicer/Strainer Grinder Attachment;Steam Juicer;Tomato Strainer
Home and Decor,Small Appliances,Juice Extractors,Volts,
Home and Decor,Small Appliances,Juice Extractors,Watts,
Home and Decor,Small Appliances,Juice Extractors,Energy Star Certified,No;Yes
Home and Decor,Small Appliances,Juice Extractors,Number of Speeds,
Home and Decor,Small Appliances,Juice Extractors,ETL Listed,No;Yes
Home and Decor,Small Appliances,Juice Extractors,Removable Pulp,No;Yes
Home and Decor,Small Appliances,Juice Extractors,Locking Lid,No;Yes
Home and Decor,Small Appliances,Juice Extractors,Dishwasher Safe Parts,No;Yes
Home and Decor,Small Appliances,Juice Extractors,NSF Listed,No;Yes
Home and Decor,Small Appliances,Juice Extractors,ANSI Certified,No;Yes
Home and Decor,Small Appliances,Juice Extractors,UL Listed,No;Yes
Home and Decor,Small Appliances,Juice Extractors,CSA Listed,No;Yes
Home and Decor,Small Appliances,Juice Extractors,Warranty,1 year;1 year Limited Parts and Labor;10 year;10 year Limited Parts and Labor;2 year;2 year Limited Parts and Labor;3 year;3 year Limited Parts and Labor;30 days;30 days Limited Parts and Labor;4 year;4 year Limited Parts and Labor;5 year;5 year Limited Parts and Labor;6 months;6 months Limited Parts and Labor;6 year;6 year Limited Parts and Labor;60 days;60 days Limited Parts and Labor;7 year;7 year Limited Parts and Labor;8 year;8 year Limited Parts and Labor;9 year;9 year Limited Parts and Labor;Specialized
